exp_id,train_finished,project_phase,group_label,mode,result_dir,model_family,model_dir_subname,framing_alias,transport_direction,data_path,ae_emb_path,condition_var,source,target,datasplit_name,holdout_key,holdout_value,n_iters,batch_size,hidden_units,latent_dim,lr,device,status,evals_present,preprocessing_pipeline,data_h5ad_format,train_sbatch,eval_sbatch,analysis_notebooks,notes
E001,2026-03-10 14:46,legacy_crossspecies_cpu,rat-OOD LPS6 (4-species public dataset),ood,cellot/cellot/results/cross_species_ood,CellOT,cross_species_ood,CellOT trained on rat-OOD crossspecies dataset,unst -> LPS6,datasets/scrna-crossspecies/hvg-top1k-train-only.h5ad,,condition,unst,LPS6,toggle_ood,species,rat,100000,128,"64,64,64,64",50,0.0001,cuda,done,none,unrelated,scrna-crossspecies/hvg-top1k-train-only.h5ad,sbatch/train/train_cellot_ood.sbatch,sbatch/eval/eval_cellot_1000dim_ood.sbatch / eval_cellot_50dim_ood.sbatch,perturbOT_tutorial.ipynb,First CellOT baseline. 100k iters on raw 1000-dim HVG ortholog space (NO scGen). Reproduces the original CellOT paper toggle_ood split with rat held out from training.
E002,2026-03-13 09:41,legacy_crossspecies_cpu,rat-OOD LPS6 (4-species public dataset),ood,cellot/cellot/results/cross_species_ood_scgen,scGen,cross_species_ood_scgen,cross_species_ood scGen autoencoder,unst -> LPS6,datasets/scrna-crossspecies/hvg-top1k-train-only.h5ad,,condition,unst,LPS6,toggle_ood,species,rat,250000,128,"512,512",50,0.001,cuda,running,none,unrelated,scrna-crossspecies/hvg-top1k-train-only.h5ad,sbatch/train/train_scgen_ood.sbatch,,scgen_training_analysis.ipynb,scGen autoencoder for the CPU run. Status='running' because it was cancelled after eval_loss converged at step 32500 (see research_log_2026-03-15).
E003,2026-03-10 22:16,legacy_crossspecies_gpu,rat-OOD LPS6 (4-species public dataset),ood,cellot/cellot_gpu/results/cross_species_ood,CellOT,cross_species_ood,CellOT trained on rat-OOD crossspecies dataset,unst -> LPS6,datasets/scrna-crossspecies/hvg-top1k-train-only.h5ad,,condition,unst,LPS6,toggle_ood,species,rat,100000,128,"64,64,64,64",50,0.0001,cuda,done,none,unrelated,scrna-crossspecies/hvg-top1k-train-only.h5ad,sbatch/train/train_cellot_ood_gpu.sbatch,sbatch/eval/eval_cellot_1000dim_ood.sbatch,"scgen_training_analysis.ipynb, 03_cellot_evaluation_analysis.ipynb",GPU re-run of the rat-OOD CellOT baseline. Same hyperparameters as the CPU run above. Completed 100k iters; cache/status=done.
E004,2026-03-15 10:59,legacy_crossspecies_gpu,rat-OOD LPS6 (4-species public dataset),ood,cellot/cellot_gpu/results/cross_species_ood_scgen_gpu,scGen,cross_species_ood_scgen_gpu,cross_species_ood scGen autoencoder,unst -> LPS6,datasets/scrna-crossspecies/hvg-top1k-train-only.h5ad,,condition,unst,LPS6,toggle_ood,species,rat,250000,128,"512,512",50,0.001,cuda,running,none,unrelated,scrna-crossspecies/hvg-top1k-train-only.h5ad,sbatch/train/train_scgen_ood_gpu.sbatch,,scgen_training_analysis.ipynb,GPU scGen training. Cancelled mid-run after eval loss plateaued; status='running' in cache/. Sufficient for downstream CellOT use; race_* and speciesot_cpu/ both borrowed this checkpoint via the model-scgen symlink.
E005,,legacy_crossspecies_gpu,rat-OOD LPS6 (4-species public dataset),ood,cellot/cellot_gpu/results/cross_species_ood_cellot_gpu,CellOT,cross_species_ood_cellot_gpu,CellOT trained on rat-OOD crossspecies dataset, -> ,,,,,,,None,,,,,,,,never_started,none,unrelated,scrna-crossspecies/hvg-top1k-train-only.h5ad,sbatch/train/train_cellot_ood_gpu.sbatch,,(none),"Placeholder directory created by sbatch but never populated. No config.yaml, no cache. Treat as never_started."
E006,2026-03-15 14:23,racing,"rat-OOD LPS6 (4-species, 10k iter race)",ood,cellot/cellot_gpu/results/race_cpu,CellOT,race_cpu,CellOT trained on rat-OOD crossspecies dataset,unst -> LPS6,datasets/scrna-crossspecies/hvg-top1k-train-only.h5ad,./results/cross_species_ood_scgen_gpu/,condition,unst,LPS6,toggle_ood,species,rat,10000,128,"64,64,64,64",50,0.0001,cuda,done,latent_space,unrelated,scrna-crossspecies/hvg-top1k-train-only.h5ad,sbatch/train/racing_cellot/cellot_cpu_shared.sbatch,(internal evals_ood_latent_space + evals_ood_data_space),scgen_training_analysis.ipynb,CPU race. 10k CellOT iters in 8.5 min on shared partition (19.6 it/s). Used to demonstrate that scGen-50dim CellOT is trivially fast.
E007,2026-03-15 18:11,racing,"rat-OOD LPS6 (4-species, 10k iter race)",ood,cellot/cellot_gpu/results/race_gpu_requeue,CellOT,race_gpu_requeue,CellOT trained on rat-OOD crossspecies dataset,unst -> LPS6,datasets/scrna-crossspecies/hvg-top1k-train-only.h5ad,./results/cross_species_ood_scgen_gpu/,condition,unst,LPS6,toggle_ood,species,rat,10000,128,"64,64,64,64",50,0.0001,cuda,done,none,unrelated,scrna-crossspecies/hvg-top1k-train-only.h5ad,sbatch/train/racing_cellot/cellot_gpu_requeue.sbatch,,scgen_training_analysis.ipynb,GPU requeue race. Same 10k iters as race_cpu; comparable wall time. The cellot_gpu.sbatch script (sbatch/train/racing_cellot/cellot_gpu.sbatch) was submitted to the gpu partition but stayed pending; we never recorded a separate result_dir for it.
E008,2026-03-18 09:47,speciesot_v1_iter1,Broad T cell (CL:0000084) - iter 1 (REVERSED direction),ood,cellot/cellot_gpu/results/speciesot_cpu/speciesot_scgen,scGen,speciesot_scgen,scgen / speciesot_scgen / autoencoder,human -> mouse,datasets/speciesot-human-mouse/hvg-top1k.h5ad,,condition,human,mouse,toggle_ood,cell_type_ontology_term_id,CL:0000084 (T cell (broad)),5000,128,"512,512",50,0.001,cuda,done,none,stale,speciesot-human-mouse/hvg-top1k.h5ad,sbatch/train/train_scgen_speciesot_cpu.sbatch,,04_heldout_TCell_evaluation.ipynb,Iteration 1 scGen on the small ~12k-cell matched-only dataset. Direction was human->mouse (reversed; corrected in iteration 2). Overfit fast due to tiny dataset.
E009,2026-03-18 09:54,speciesot_v1_iter1,Broad T cell (CL:0000084) - iter 1 (REVERSED direction),ood,cellot/cellot_gpu/results/speciesot_cpu/speciesot_cellot,IMPACT,speciesot_cellot,impact / impact_or / swapped_cellot / speciesot_cellot,human -> mouse,datasets/speciesot-human-mouse/hvg-top1k.h5ad,./results/speciesot_cpu/speciesot_scgen/,condition,human,mouse,toggle_ood,cell_type_ontology_term_id,CL:0000084 (T cell (broad)),10000,128,"64,64,64,64",50,0.0001,cuda,done,data+latent,stale,speciesot-human-mouse/hvg-top1k.h5ad,sbatch/train/train_cellot_speciesot_cpu.sbatch,sbatch/eval/eval_speciesot_cpu_data.sbatch / eval_speciesot_cpu_latent.sbatch,04_heldout_TCell_evaluation.ipynb,Iteration 1 CellOT (10k iters). Treated as a learning artifact - results discarded after the direction fix in iteration 2.
E010,2026-03-25 13:12,speciesot_v1_iter2_groupA,Group A: CD8+ T cell holdout (CL:0000625),ood,cellot/cellot_gpu/results/speciesot_cd8/speciesot_scgen,scGen,speciesot_scgen,scgen / speciesot_scgen / autoencoder,mouse -> human,datasets/speciesot-human-mouse/ae_training_expanded_v07.h5ad,,condition,mouse,human,train_test,None,,50000,256,"256,256",50,0.001,cuda,done,none,stale,speciesot-human-mouse/ae_training_expanded_v07.h5ad,sbatch/train/train_scgen_cd8.sbatch,,"05_expanded_training_CD8_holdout.ipynb, 06_cd8_holdout_evaluation.ipynb, 06.1_r2_illustration_full_context_umap.ipynb","scGen autoencoder retrained on the EXPANDED ~106k-cell dataset (excluding CD8). Reused as encoder by both impact_or/ and cellot/ below. A trimmed mirror of this directory (config + scalars only, no model.pt) is git-tracked at speciesOT/baseline/results/speciesot_cd8/speciesot_scgen/."
E011,2026-03-25 13:59,speciesot_v1_iter2_groupA,Group A: CD8+ T cell holdout (CL:0000625),ood,cellot/cellot_gpu/results/speciesot_cd8/impact_or,IMPACT,impact_or,impact / impact_or / swapped_cellot / speciesot_cellot,mouse -> human,datasets/speciesot-human-mouse/cd8_holdout_v07.h5ad,./results/speciesot_cd8/speciesot_scgen/,condition,mouse,human,train_test,cell_type_ontology_term_id,cell_type_ontology_term_id=CL:0000625 (CD8+ alpha-beta T cell),50000,128,"64,64,64,64",50,0.0001,cuda,done,data_space,stale,speciesot-human-mouse/cd8_holdout_v07.h5ad,"sbatch/train/train_cellot_cd8.sbatch  (despite name, IMPACT-OR framing)",sbatch/eval/eval_cd8_ood_dataspace.sbatch,"06_cd8_holdout_evaluation.ipynb, 08_cross_experiment_evaluation.ipynb, 12_figure_g_replication.ipynb","IMPACT-OR framing: condition=species, source=mouse, target=human, holdout=CD8 cell type. The directory name 'impact_or' was the FIRST naming convention; later phases call this 'speciesot_cellot' or 'swapped_cellot'. A trimmed mirror (config + evals.csv + imputed.h5ad, no model.pt) is git-tracked at speciesOT/baseline/results/speciesot_cd8/impact_or/."
E012,2026-03-25 13:59,speciesot_v1_iter2_groupA,Group A: CD8+ T cell holdout (CL:0000625),ood,cellot/cellot_gpu/results/speciesot_cd8/cellot,CellOT,cellot,"cellot (CellOT framing: non_cd8 -> cd8, holdout=human)",non_cd8 -> cd8,datasets/speciesot-human-mouse/cd8_holdout_swapped_v07.h5ad,./results/speciesot_cd8/speciesot_scgen/,condition,non_cd8,cd8,train_test,species,species=human,50000,128,"64,64,64,64",50,0.0001,cuda,done,data_space,stale,speciesot-human-mouse/cd8_holdout_swapped_v07.h5ad,sbatch/train/train_cellot_cd8_swapped.sbatch,sbatch/eval/eval_cd8_ood_cellot_swapped.sbatch,"06_cd8_holdout_evaluation.ipynb, 08_cross_experiment_evaluation.ipynb, 06.5_outlier_cell_investigation.ipynb","CellOT framing (paper-style): condition=cell_type_status, source=non_cd8, target=cd8, holdout=human species. Same architecture as impact_or above; only the framing differs. A trimmed mirror (config + evals.csv + imputed.h5ad, no model.pt) is git-tracked at speciesOT/baseline/results/speciesot_cd8/cellot/."
E013,2026-04-05 20:20,speciesot_v1_groupB,"Group B: CD8+ holdout, thymocytes removed from BOTH",ood,cellot/cellot_gpu/results/speciesot_cd8_nothymo/speciesot_scgen,scGen,speciesot_scgen,scgen / speciesot_scgen / autoencoder,mouse -> human,datasets/speciesot-human-mouse/ae_training_cd8_nothymo_v07.h5ad,,condition,mouse,human,train_test,None,,50000,256,"256,256",50,0.001,cuda,done,none,stale,speciesot-human-mouse/ae_training_cd8_nothymo_v07.h5ad,sbatch/train/train_scgen_cd8_nothymo.sbatch,,07_data_prep_all_holdouts.ipynb,scGen for Group B. Training data excludes both CD8 and thymocyte cells.
E014,2026-04-05 21:30,speciesot_v1_groupB,"Group B: CD8+ holdout, thymocytes removed from BOTH",ood,cellot/cellot_gpu/results/speciesot_cd8_nothymo/speciesot_cellot,IMPACT,speciesot_cellot,impact / impact_or / swapped_cellot / speciesot_cellot,mouse -> human,datasets/speciesot-human-mouse/cd8_nothymo_holdout_v07.h5ad,./results/speciesot_cd8_nothymo/speciesot_scgen/,condition,mouse,human,train_test,cell_type_ontology_term_id,cell_type_ontology_term_id=CL:0000625 (CD8+ alpha-beta T cell),50000,128,"64,64,64,64",50,0.0001,cuda,done,data_space,stale,speciesot-human-mouse/cd8_nothymo_holdout_v07.h5ad,sbatch/train/train_impact_cd8_nothymo.sbatch (IMPACT-OR framing),sbatch/eval/eval_cd8_nothymo_impact.sbatch,"07_data_prep_all_holdouts.ipynb, 08_cross_experiment_evaluation.ipynb","IMPACT-OR (mouse->human, holdout=CD8). Note the directory is named 'speciesot_cellot' for IMPACT here, opposite to the toggle_*/ convention."
E015,2026-04-05 21:41,speciesot_v1_groupB,"Group B: CD8+ holdout, thymocytes removed from BOTH",ood,cellot/cellot_gpu/results/speciesot_cd8_nothymo/speciesot_cellot_swapped,CellOT,speciesot_cellot_swapped,cellot / speciesot_cellot_swapped / normal_cellot,non_cd8 -> cd8,datasets/speciesot-human-mouse/cd8_nothymo_holdout_swapped_v07.h5ad,./results/speciesot_cd8_nothymo/speciesot_scgen/,condition,non_cd8,cd8,train_test,species,species=human,50000,128,"64,64,64,64",50,0.0001,cuda,done,data_space,stale,speciesot-human-mouse/cd8_nothymo_holdout_swapped_v07.h5ad,sbatch/train/train_cellot_cd8_nothymo.sbatch (CellOT framing),(implicit data-space eval ran -- see evals_ood_data_space/),"07_data_prep_all_holdouts.ipynb, 08_cross_experiment_evaluation.ipynb","CellOT framing (non_cd8 -> cd8, holdout=human)."
E016,2026-04-05 20:25,speciesot_v1_groupC,"Group C: All T-cell subtypes held out (CL:0000624,625,893)",ood,cellot/cellot_gpu/results/speciesot_tcell_subtypes/speciesot_scgen,scGen,speciesot_scgen,scgen / speciesot_scgen / autoencoder,mouse -> human,datasets/speciesot-human-mouse/ae_training_tcell_subtypes_v07.h5ad,,condition,mouse,human,train_test,None,,50000,256,"256,256",50,0.001,cuda,done,none,stale,speciesot-human-mouse/ae_training_tcell_subtypes_v07.h5ad,sbatch/train/train_scgen_tcell_subtypes.sbatch,,07_data_prep_all_holdouts.ipynb,"scGen excluding CD4, CD8, and thymocytes from autoencoder training."
E017,2026-04-05 21:41,speciesot_v1_groupC,"Group C: All T-cell subtypes held out (CL:0000624,625,893)",ood,cellot/cellot_gpu/results/speciesot_tcell_subtypes/speciesot_cellot,IMPACT,speciesot_cellot,impact / impact_or / swapped_cellot / speciesot_cellot,mouse -> human,datasets/speciesot-human-mouse/tcell_subtypes_holdout_v07.h5ad,./results/speciesot_tcell_subtypes/speciesot_scgen/,condition,mouse,human,train_test,cell_type_ontology_term_id,"cell_type_ontology_term_id=[CL:0000624 (CD4+ alpha-beta T cell), CL:0000625 (CD8+ alpha-beta T cell), CL:0000893 (thymocyte)]",50000,128,"64,64,64,64",50,0.0001,cuda,done,data_space,stale,speciesot-human-mouse/tcell_subtypes_holdout_v07.h5ad,sbatch/train/train_impact_tcell_subtypes.sbatch (IMPACT-OR framing),sbatch/eval/eval_tcell_subtypes_impact.sbatch,08_cross_experiment_evaluation.ipynb,IMPACT-OR for the broad T-cell holdout group.
E018,2026-04-05 21:35,speciesot_v1_groupC,"Group C: All T-cell subtypes held out (CL:0000624,625,893)",ood,cellot/cellot_gpu/results/speciesot_tcell_subtypes/speciesot_cellot_swapped,CellOT,speciesot_cellot_swapped,cellot / speciesot_cellot_swapped / normal_cellot,non_tcell_subtype -> tcell_subtype,datasets/speciesot-human-mouse/tcell_subtypes_holdout_swapped_v07.h5ad,./results/speciesot_tcell_subtypes/speciesot_scgen/,condition,non_tcell_subtype,tcell_subtype,train_test,species,species=human,50000,128,"64,64,64,64",50,0.0001,cuda,done,data_space,stale,speciesot-human-mouse/tcell_subtypes_holdout_swapped_v07.h5ad,sbatch/train/train_cellot_tcell_subtypes.sbatch (CellOT framing),sbatch/eval/eval_tcell_subtypes_cellot.sbatch,08_cross_experiment_evaluation.ipynb,"CellOT framing (non_tcell_subtype -> tcell_subtype, holdout=human)."
E019,2026-04-05 20:16,speciesot_v1_groupD,Group D: CD4+ T cell holdout (CL:0000624),ood,cellot/cellot_gpu/results/speciesot_cd4/speciesot_scgen,scGen,speciesot_scgen,scgen / speciesot_scgen / autoencoder,mouse -> human,datasets/speciesot-human-mouse/ae_training_cd4_v07.h5ad,,condition,mouse,human,train_test,None,,50000,256,"256,256",50,0.001,cuda,done,none,stale,speciesot-human-mouse/ae_training_cd4_v07.h5ad,sbatch/train/train_scgen_cd4.sbatch,,07_data_prep_all_holdouts.ipynb,scGen excluding CD4 from autoencoder training.
E020,2026-04-05 21:40,speciesot_v1_groupD,Group D: CD4+ T cell holdout (CL:0000624),ood,cellot/cellot_gpu/results/speciesot_cd4/speciesot_cellot,IMPACT,speciesot_cellot,impact / impact_or / swapped_cellot / speciesot_cellot,mouse -> human,datasets/speciesot-human-mouse/cd4_holdout_v07.h5ad,./results/speciesot_cd4/speciesot_scgen/,condition,mouse,human,train_test,cell_type_ontology_term_id,cell_type_ontology_term_id=CL:0000624 (CD4+ alpha-beta T cell),50000,128,"64,64,64,64",50,0.0001,cuda,done,data_space,stale,speciesot-human-mouse/cd4_holdout_v07.h5ad,sbatch/train/train_impact_cd4.sbatch (IMPACT-OR framing),sbatch/eval/eval_cd4_impact.sbatch,08_cross_experiment_evaluation.ipynb,"IMPACT-OR. Group D had only ~96 OOD CD4 cells -- evaluations needed --n_cells 50,80 override (see research_log_2026-04-20)."
E021,2026-04-05 21:37,speciesot_v1_groupD,Group D: CD4+ T cell holdout (CL:0000624),ood,cellot/cellot_gpu/results/speciesot_cd4/speciesot_cellot_swapped,CellOT,speciesot_cellot_swapped,cellot / speciesot_cellot_swapped / normal_cellot,non_cd4 -> cd4,datasets/speciesot-human-mouse/cd4_holdout_swapped_v07.h5ad,./results/speciesot_cd4/speciesot_scgen/,condition,non_cd4,cd4,train_test,species,species=human,50000,128,"64,64,64,64",50,0.0001,cuda,done,data_space,stale,speciesot-human-mouse/cd4_holdout_swapped_v07.h5ad,sbatch/train/train_cellot_cd4.sbatch (CellOT framing),sbatch/eval/eval_cd4_cellot.sbatch,08_cross_experiment_evaluation.ipynb,CellOT framing for Group D.
E022,2026-04-09 01:15,toggle,T1 -- CD8 only (CL:0000625),iid,cellot/cellot_gpu/results/toggle_t1_iid/scgen,scGen,scgen,scgen / speciesot_scgen / autoencoder,mouse -> human,datasets/speciesot-human-mouse/toggle_t1_ae_training_iid_v07.h5ad,,condition,mouse,human,train_test,None,,50000,256,"256,256",50,0.001,cuda,done,none,stale,speciesot-human-mouse/toggle_t1_*_iid_v07.h5ad,sbatch/train/train_toggle_t1_iid_scgen.sbatch,,"09_data_prep_toggle_experiments.ipynb, 10_iid_vs_ood_evaluation.ipynb, scripts/generate_toggle_configs.py",toggle_ood split: half of holdout cells form the OOD test set; the other half is added to training (mode=iid) or discarded (mode=ood). scGen autoencoder for the toggle experiment.
E023,2026-04-09 02:11,toggle,T1 -- CD8 only (CL:0000625),iid,cellot/cellot_gpu/results/toggle_t1_iid/impact,IMPACT,impact,impact / impact_or / swapped_cellot / speciesot_cellot,mouse -> human,datasets/speciesot-human-mouse/toggle_t1_holdout_v07.h5ad,./results/toggle_t1_iid/scgen/,condition,mouse,human,toggle_ood,cell_type_ontology_term_id,CL:0000625 (CD8+ alpha-beta T cell),50000,128,"64,64,64,64",50,0.0001,cuda,done,latent_space,stale,speciesot-human-mouse/toggle_t1_holdout_v07.h5ad,sbatch/train/train_toggle_t1_iid_impact.sbatch,sbatch/eval/eval_toggle_t1_iid_impact.sbatch,"09_data_prep_toggle_experiments.ipynb, 10_iid_vs_ood_evaluation.ipynb, scripts/generate_toggle_configs.py","toggle_ood split: half of holdout cells form the OOD test set; the other half is added to training (mode=iid) or discarded (mode=ood). IMPACT framing (condition=species, mouse->human, holdout=cell_type)."
E024,2026-04-09 02:10,toggle,T1 -- CD8 only (CL:0000625),iid,cellot/cellot_gpu/results/toggle_t1_iid/cellot,CellOT,cellot,"cellot (CellOT framing: non_X -> X, holdout=human)",non_cd8 -> cd8,datasets/speciesot-human-mouse/toggle_t1_holdout_swapped_v07.h5ad,./results/toggle_t1_iid/scgen/,condition,non_cd8,cd8,toggle_ood,species,human,50000,128,"64,64,64,64",50,0.0001,cuda,done,latent_space,stale,speciesot-human-mouse/toggle_t1_holdout_swapped_v07.h5ad,sbatch/train/train_toggle_t1_iid_cellot.sbatch,sbatch/eval/eval_toggle_t1_iid_cellot.sbatch,"09_data_prep_toggle_experiments.ipynb, 10_iid_vs_ood_evaluation.ipynb, scripts/generate_toggle_configs.py","toggle_ood split: half of holdout cells form the OOD test set; the other half is added to training (mode=iid) or discarded (mode=ood). CellOT framing (condition=cell_type_status, non_X -> X, holdout=human)."
E025,2026-04-09 01:22,toggle,T1 -- CD8 only (CL:0000625),ood,cellot/cellot_gpu/results/toggle_t1_ood/scgen,scGen,scgen,scgen / speciesot_scgen / autoencoder,mouse -> human,datasets/speciesot-human-mouse/toggle_t1_ae_training_ood_v07.h5ad,,condition,mouse,human,train_test,None,,50000,256,"256,256",50,0.001,cuda,done,none,stale,speciesot-human-mouse/toggle_t1_*_ood_v07.h5ad,sbatch/train/train_toggle_t1_ood_scgen.sbatch,,"09_data_prep_toggle_experiments.ipynb, 10_iid_vs_ood_evaluation.ipynb, scripts/generate_toggle_configs.py",toggle_ood split: half of holdout cells form the OOD test set; the other half is added to training (mode=iid) or discarded (mode=ood). scGen autoencoder for the toggle experiment.
E026,2026-04-09 01:58,toggle,T1 -- CD8 only (CL:0000625),ood,cellot/cellot_gpu/results/toggle_t1_ood/impact,IMPACT,impact,impact / impact_or / swapped_cellot / speciesot_cellot,mouse -> human,datasets/speciesot-human-mouse/toggle_t1_holdout_v07.h5ad,./results/toggle_t1_ood/scgen/,condition,mouse,human,toggle_ood,cell_type_ontology_term_id,CL:0000625 (CD8+ alpha-beta T cell),50000,128,"64,64,64,64",50,0.0001,cuda,done,latent_space,stale,speciesot-human-mouse/toggle_t1_holdout_v07.h5ad,sbatch/train/train_toggle_t1_ood_impact.sbatch,sbatch/eval/eval_toggle_t1_ood_impact.sbatch,"09_data_prep_toggle_experiments.ipynb, 10_iid_vs_ood_evaluation.ipynb, scripts/generate_toggle_configs.py","toggle_ood split: half of holdout cells form the OOD test set; the other half is added to training (mode=iid) or discarded (mode=ood). IMPACT framing (condition=species, mouse->human, holdout=cell_type)."
E027,2026-04-09 02:09,toggle,T1 -- CD8 only (CL:0000625),ood,cellot/cellot_gpu/results/toggle_t1_ood/cellot,CellOT,cellot,"cellot (CellOT framing: non_X -> X, holdout=human)",non_cd8 -> cd8,datasets/speciesot-human-mouse/toggle_t1_holdout_swapped_v07.h5ad,./results/toggle_t1_ood/scgen/,condition,non_cd8,cd8,toggle_ood,species,human,50000,128,"64,64,64,64",50,0.0001,cuda,done,latent_space,stale,speciesot-human-mouse/toggle_t1_holdout_swapped_v07.h5ad,sbatch/train/train_toggle_t1_ood_cellot.sbatch,sbatch/eval/eval_toggle_t1_ood_cellot.sbatch,"09_data_prep_toggle_experiments.ipynb, 10_iid_vs_ood_evaluation.ipynb, scripts/generate_toggle_configs.py","toggle_ood split: half of holdout cells form the OOD test set; the other half is added to training (mode=iid) or discarded (mode=ood). CellOT framing (condition=cell_type_status, non_X -> X, holdout=human)."
E028,2026-04-09 01:22,toggle,"T2 -- CD8 + thymocyte (CL:0000625, 893)",iid,cellot/cellot_gpu/results/toggle_t2_iid/scgen,scGen,scgen,scgen / speciesot_scgen / autoencoder,mouse -> human,datasets/speciesot-human-mouse/toggle_t2_ae_training_iid_v07.h5ad,,condition,mouse,human,train_test,None,,50000,256,"256,256",50,0.001,cuda,done,none,stale,speciesot-human-mouse/toggle_t2_*_iid_v07.h5ad,sbatch/train/train_toggle_t2_iid_scgen.sbatch,,"09_data_prep_toggle_experiments.ipynb, 10_iid_vs_ood_evaluation.ipynb, scripts/generate_toggle_configs.py",toggle_ood split: half of holdout cells form the OOD test set; the other half is added to training (mode=iid) or discarded (mode=ood). scGen autoencoder for the toggle experiment.
E029,2026-04-09 02:00,toggle,"T2 -- CD8 + thymocyte (CL:0000625, 893)",iid,cellot/cellot_gpu/results/toggle_t2_iid/impact,IMPACT,impact,impact / impact_or / swapped_cellot / speciesot_cellot,mouse -> human,datasets/speciesot-human-mouse/toggle_t2_holdout_v07.h5ad,./results/toggle_t2_iid/scgen/,condition,mouse,human,toggle_ood,cell_type_ontology_term_id,CL:0000625 (CD8+ alpha-beta T cell); CL:0000893 (thymocyte),50000,128,"64,64,64,64",50,0.0001,cuda,done,latent_space,stale,speciesot-human-mouse/toggle_t2_holdout_v07.h5ad,sbatch/train/train_toggle_t2_iid_impact.sbatch,sbatch/eval/eval_toggle_t2_iid_impact.sbatch,"09_data_prep_toggle_experiments.ipynb, 10_iid_vs_ood_evaluation.ipynb, scripts/generate_toggle_configs.py","toggle_ood split: half of holdout cells form the OOD test set; the other half is added to training (mode=iid) or discarded (mode=ood). IMPACT framing (condition=species, mouse->human, holdout=cell_type)."
E030,2026-04-09 02:24,toggle,"T2 -- CD8 + thymocyte (CL:0000625, 893)",iid,cellot/cellot_gpu/results/toggle_t2_iid/cellot,CellOT,cellot,"cellot (CellOT framing: non_X -> X, holdout=human)",non_cd8_thymo -> cd8_thymo,datasets/speciesot-human-mouse/toggle_t2_holdout_swapped_v07.h5ad,./results/toggle_t2_iid/scgen/,condition,non_cd8_thymo,cd8_thymo,toggle_ood,species,human,50000,128,"64,64,64,64",50,0.0001,cuda,done,latent_space,stale,speciesot-human-mouse/toggle_t2_holdout_swapped_v07.h5ad,sbatch/train/train_toggle_t2_iid_cellot.sbatch,sbatch/eval/eval_toggle_t2_iid_cellot.sbatch,"09_data_prep_toggle_experiments.ipynb, 10_iid_vs_ood_evaluation.ipynb, scripts/generate_toggle_configs.py","toggle_ood split: half of holdout cells form the OOD test set; the other half is added to training (mode=iid) or discarded (mode=ood). CellOT framing (condition=cell_type_status, non_X -> X, holdout=human)."
E031,2026-04-09 01:19,toggle,"T2 -- CD8 + thymocyte (CL:0000625, 893)",ood,cellot/cellot_gpu/results/toggle_t2_ood/scgen,scGen,scgen,scgen / speciesot_scgen / autoencoder,mouse -> human,datasets/speciesot-human-mouse/toggle_t2_ae_training_ood_v07.h5ad,,condition,mouse,human,train_test,None,,50000,256,"256,256",50,0.001,cuda,done,none,stale,speciesot-human-mouse/toggle_t2_*_ood_v07.h5ad,sbatch/train/train_toggle_t2_ood_scgen.sbatch,,"09_data_prep_toggle_experiments.ipynb, 10_iid_vs_ood_evaluation.ipynb, scripts/generate_toggle_configs.py",toggle_ood split: half of holdout cells form the OOD test set; the other half is added to training (mode=iid) or discarded (mode=ood). scGen autoencoder for the toggle experiment.
