exp_id,train_finished,project_phase,group_label,mode,result_dir,model_family,model_dir_subname,framing_alias,transport_direction,data_path,ae_emb_path,condition_var,source,target,datasplit_name,holdout_key,holdout_value,n_iters,batch_size,hidden_units,latent_dim,lr,device,status,evals_present,preprocessing_pipeline,data_h5ad_format,train_sbatch,eval_sbatch,analysis_notebooks,notes
E062,2026-04-09 01:58,toggle,"M3 -- All monocyte subtypes (CL:0000875, 860, 2393, 576)",ood,cellot/cellot_gpu/results/toggle_m3_ood/impact,IMPACT,impact,impact / impact_or / swapped_cellot / speciesot_cellot,mouse -> human,datasets/speciesot-human-mouse/toggle_m3_holdout_v07.h5ad,./results/toggle_m3_ood/scgen/,condition,mouse,human,toggle_ood,cell_type_ontology_term_id,CL:0000875 (non-classical monocyte); CL:0000860 (classical monocyte); CL:0002393 (intermediate monocyte); CL:0000576 (monocyte (generic / unclassified)),50000,128,"64,64,64,64",50,0.0001,cuda,done,latent_space,stale,speciesot-human-mouse/toggle_m3_holdout_v07.h5ad,sbatch/train/train_toggle_m3_ood_impact.sbatch,sbatch/eval/eval_toggle_m3_ood_impact.sbatch,"09_data_prep_toggle_experiments.ipynb, 10_iid_vs_ood_evaluation.ipynb, scripts/generate_toggle_configs.py","toggle_ood split: half of holdout cells form the OOD test set; the other half is added to training (mode=iid) or discarded (mode=ood). IMPACT framing (condition=species, mouse->human, holdout=cell_type)."
E063,2026-04-09 02:10,toggle,"M3 -- All monocyte subtypes (CL:0000875, 860, 2393, 576)",ood,cellot/cellot_gpu/results/toggle_m3_ood/cellot,CellOT,cellot,"cellot (CellOT framing: non_X -> X, holdout=human)",non_mono_subtype -> mono_subtype,datasets/speciesot-human-mouse/toggle_m3_holdout_swapped_v07.h5ad,./results/toggle_m3_ood/scgen/,condition,non_mono_subtype,mono_subtype,toggle_ood,species,human,50000,128,"64,64,64,64",50,0.0001,cuda,done,latent_space,stale,speciesot-human-mouse/toggle_m3_holdout_swapped_v07.h5ad,sbatch/train/train_toggle_m3_ood_cellot.sbatch,sbatch/eval/eval_toggle_m3_ood_cellot.sbatch,"09_data_prep_toggle_experiments.ipynb, 10_iid_vs_ood_evaluation.ipynb, scripts/generate_toggle_configs.py","toggle_ood split: half of holdout cells form the OOD test set; the other half is added to training (mode=iid) or discarded (mode=ood). CellOT framing (condition=cell_type_status, non_X -> X, holdout=human)."
E064,2026-04-09 01:19,toggle,M4 -- Classical monocyte (CL:0000860),iid,cellot/cellot_gpu/results/toggle_m4_iid/scgen,scGen,scgen,scgen / speciesot_scgen / autoencoder,mouse -> human,datasets/speciesot-human-mouse/toggle_m4_ae_training_iid_v07.h5ad,,condition,mouse,human,train_test,None,,50000,256,"256,256",50,0.001,cuda,done,none,stale,speciesot-human-mouse/toggle_m4_*_iid_v07.h5ad,sbatch/train/train_toggle_m4_iid_scgen.sbatch,,"09_data_prep_toggle_experiments.ipynb, 10_iid_vs_ood_evaluation.ipynb, scripts/generate_toggle_configs.py",toggle_ood split: half of holdout cells form the OOD test set; the other half is added to training (mode=iid) or discarded (mode=ood). scGen autoencoder for the toggle experiment.
E065,2026-04-09 01:57,toggle,M4 -- Classical monocyte (CL:0000860),iid,cellot/cellot_gpu/results/toggle_m4_iid/impact,IMPACT,impact,impact / impact_or / swapped_cellot / speciesot_cellot,mouse -> human,datasets/speciesot-human-mouse/toggle_m4_holdout_v07.h5ad,./results/toggle_m4_iid/scgen/,condition,mouse,human,toggle_ood,cell_type_ontology_term_id,CL:0000860 (classical monocyte),50000,128,"64,64,64,64",50,0.0001,cuda,done,latent_space,stale,speciesot-human-mouse/toggle_m4_holdout_v07.h5ad,sbatch/train/train_toggle_m4_iid_impact.sbatch,sbatch/eval/eval_toggle_m4_iid_impact.sbatch,"09_data_prep_toggle_experiments.ipynb, 10_iid_vs_ood_evaluation.ipynb, scripts/generate_toggle_configs.py","toggle_ood split: half of holdout cells form the OOD test set; the other half is added to training (mode=iid) or discarded (mode=ood). IMPACT framing (condition=species, mouse->human, holdout=cell_type)."
E066,2026-04-09 02:05,toggle,M4 -- Classical monocyte (CL:0000860),iid,cellot/cellot_gpu/results/toggle_m4_iid/cellot,CellOT,cellot,"cellot (CellOT framing: non_X -> X, holdout=human)",non_classical_mono -> classical_mono,datasets/speciesot-human-mouse/toggle_m4_holdout_swapped_v07.h5ad,./results/toggle_m4_iid/scgen/,condition,non_classical_mono,classical_mono,toggle_ood,species,human,50000,128,"64,64,64,64",50,0.0001,cuda,done,latent_space,stale,speciesot-human-mouse/toggle_m4_holdout_swapped_v07.h5ad,sbatch/train/train_toggle_m4_iid_cellot.sbatch,sbatch/eval/eval_toggle_m4_iid_cellot.sbatch,"09_data_prep_toggle_experiments.ipynb, 10_iid_vs_ood_evaluation.ipynb, scripts/generate_toggle_configs.py","toggle_ood split: half of holdout cells form the OOD test set; the other half is added to training (mode=iid) or discarded (mode=ood). CellOT framing (condition=cell_type_status, non_X -> X, holdout=human)."
E067,2026-04-09 01:15,toggle,M4 -- Classical monocyte (CL:0000860),ood,cellot/cellot_gpu/results/toggle_m4_ood/scgen,scGen,scgen,scgen / speciesot_scgen / autoencoder,mouse -> human,datasets/speciesot-human-mouse/toggle_m4_ae_training_ood_v07.h5ad,,condition,mouse,human,train_test,None,,50000,256,"256,256",50,0.001,cuda,done,none,stale,speciesot-human-mouse/toggle_m4_*_ood_v07.h5ad,sbatch/train/train_toggle_m4_ood_scgen.sbatch,,"09_data_prep_toggle_experiments.ipynb, 10_iid_vs_ood_evaluation.ipynb, scripts/generate_toggle_configs.py",toggle_ood split: half of holdout cells form the OOD test set; the other half is added to training (mode=iid) or discarded (mode=ood). scGen autoencoder for the toggle experiment.
E068,2026-04-09 02:12,toggle,M4 -- Classical monocyte (CL:0000860),ood,cellot/cellot_gpu/results/toggle_m4_ood/impact,IMPACT,impact,impact / impact_or / swapped_cellot / speciesot_cellot,mouse -> human,datasets/speciesot-human-mouse/toggle_m4_holdout_v07.h5ad,./results/toggle_m4_ood/scgen/,condition,mouse,human,toggle_ood,cell_type_ontology_term_id,CL:0000860 (classical monocyte),50000,128,"64,64,64,64",50,0.0001,cuda,done,latent_space,stale,speciesot-human-mouse/toggle_m4_holdout_v07.h5ad,sbatch/train/train_toggle_m4_ood_impact.sbatch,sbatch/eval/eval_toggle_m4_ood_impact.sbatch,"09_data_prep_toggle_experiments.ipynb, 10_iid_vs_ood_evaluation.ipynb, scripts/generate_toggle_configs.py","toggle_ood split: half of holdout cells form the OOD test set; the other half is added to training (mode=iid) or discarded (mode=ood). IMPACT framing (condition=species, mouse->human, holdout=cell_type)."
E069,2026-04-09 01:58,toggle,M4 -- Classical monocyte (CL:0000860),ood,cellot/cellot_gpu/results/toggle_m4_ood/cellot,CellOT,cellot,"cellot (CellOT framing: non_X -> X, holdout=human)",non_classical_mono -> classical_mono,datasets/speciesot-human-mouse/toggle_m4_holdout_swapped_v07.h5ad,./results/toggle_m4_ood/scgen/,condition,non_classical_mono,classical_mono,toggle_ood,species,human,50000,128,"64,64,64,64",50,0.0001,cuda,done,latent_space,stale,speciesot-human-mouse/toggle_m4_holdout_swapped_v07.h5ad,sbatch/train/train_toggle_m4_ood_cellot.sbatch,sbatch/eval/eval_toggle_m4_ood_cellot.sbatch,"09_data_prep_toggle_experiments.ipynb, 10_iid_vs_ood_evaluation.ipynb, scripts/generate_toggle_configs.py","toggle_ood split: half of holdout cells form the OOD test set; the other half is added to training (mode=iid) or discarded (mode=ood). CellOT framing (condition=cell_type_status, non_X -> X, holdout=human)."
E070,2026-04-21 01:40,renorm,Renorm Group A: CD8+ T cell holdout (CL:0000625),ood,cellot/cellot_gpu/results/renorm_cd8/scgen,scGen,scgen,scgen / speciesot_scgen / autoencoder,mouse -> human,datasets/speciesot-human-mouse-renorm/ae_training_cd8_renorm_v07.h5ad,,condition,mouse,human,train_test,None,,50000,256,"256,256",50,0.001,cuda,done,none,renorm,speciesot-human-mouse-renorm/ae_training_cd8_renorm_v07.h5ad,sbatch/train/renorm/train_scgen_cd8_renorm.sbatch,,"01.3_data_prep_all_holdouts_renorm.ipynb, 08.1_renorm_vs_stale_comparison.ipynb, 01.4_hvg_flavor_comparison.ipynb, 11_immune_cell_ontology.ipynb, 12_figure_g_replication.ipynb",scGen autoencoder retrained on the RENORMALIZED data (post Apr-20 audit).
E071,2026-04-21 02:26,renorm,Renorm Group A: CD8+ T cell holdout (CL:0000625),ood,cellot/cellot_gpu/results/renorm_cd8/swapped_cellot,IMPACT,swapped_cellot,impact / impact_or / swapped_cellot / speciesot_cellot,mouse -> human,datasets/speciesot-human-mouse-renorm/cd8_holdout_renorm_v07.h5ad,./results/renorm_cd8/scgen/,condition,mouse,human,train_test,cell_type_ontology_term_id,cell_type_ontology_term_id=CL:0000625 (CD8+ alpha-beta T cell),50000,128,"64,64,64,64",50,0.0001,cuda,done,latent_space,renorm,speciesot-human-mouse-renorm/cd8_holdout_renorm_v07.h5ad,sbatch/train/renorm/train_swapped_cellot_cd8_renorm.sbatch,sbatch/eval/renorm/eval_swapped_cellot_cd8_renorm.sbatch,"01.3_data_prep_all_holdouts_renorm.ipynb, 08.1_renorm_vs_stale_comparison.ipynb, 01.4_hvg_flavor_comparison.ipynb, 11_immune_cell_ontology.ipynb, 12_figure_g_replication.ipynb","IMPACT-OR framing on renormalized data (mouse->human, holdout=cell_type). WARNING the dir name 'swapped_cellot' here means IMPACT-OR; this is the OPPOSITE of the older speciesot_cellot_swapped/ which meant CellOT framing."
E072,2026-04-21 02:30,renorm,Renorm Group A: CD8+ T cell holdout (CL:0000625),ood,cellot/cellot_gpu/results/renorm_cd8/normal_cellot,CellOT,normal_cellot,cellot / speciesot_cellot_swapped / normal_cellot,non_cd8 -> cd8,datasets/speciesot-human-mouse-renorm/cd8_holdout_swapped_renorm_v07.h5ad,./results/renorm_cd8/scgen/,condition,non_cd8,cd8,train_test,species,species=human,50000,128,"64,64,64,64",50,0.0001,cuda,done,latent_space,renorm,speciesot-human-mouse-renorm/cd8_holdout_swapped_renorm_v07.h5ad,sbatch/train/renorm/train_normal_cellot_cd8_renorm.sbatch,sbatch/eval/renorm/eval_normal_cellot_cd8_renorm.sbatch,"01.3_data_prep_all_holdouts_renorm.ipynb, 08.1_renorm_vs_stale_comparison.ipynb, 01.4_hvg_flavor_comparison.ipynb, 11_immune_cell_ontology.ipynb, 12_figure_g_replication.ipynb","CellOT (paper-style) framing on renormalized data (non_X -> X, holdout=human)."
E073,2026-04-21 01:41,renorm,"Renorm Group B: CD8+ holdout, thymocytes excluded",ood,cellot/cellot_gpu/results/renorm_cd8_thymo/scgen,scGen,scgen,scgen / speciesot_scgen / autoencoder,mouse -> human,datasets/speciesot-human-mouse-renorm/ae_training_cd8_thymo_renorm_v07.h5ad,,condition,mouse,human,train_test,None,,50000,256,"256,256",50,0.001,cuda,done,none,renorm,speciesot-human-mouse-renorm/ae_training_cd8_thymo_renorm_v07.h5ad,sbatch/train/renorm/train_scgen_cd8_thymo_renorm.sbatch,,"01.3_data_prep_all_holdouts_renorm.ipynb, 08.1_renorm_vs_stale_comparison.ipynb, 01.4_hvg_flavor_comparison.ipynb, 11_immune_cell_ontology.ipynb, 12_figure_g_replication.ipynb",scGen autoencoder retrained on the RENORMALIZED data (post Apr-20 audit).
E074,2026-04-21 02:28,renorm,"Renorm Group B: CD8+ holdout, thymocytes excluded",ood,cellot/cellot_gpu/results/renorm_cd8_thymo/swapped_cellot,IMPACT,swapped_cellot,impact / impact_or / swapped_cellot / speciesot_cellot,mouse -> human,datasets/speciesot-human-mouse-renorm/cd8_thymo_holdout_renorm_v07.h5ad,./results/renorm_cd8_thymo/scgen/,condition,mouse,human,train_test,cell_type_ontology_term_id,cell_type_ontology_term_id=CL:0000625 (CD8+ alpha-beta T cell),50000,128,"64,64,64,64",50,0.0001,cuda,done,latent_space,renorm,speciesot-human-mouse-renorm/cd8_thymo_holdout_renorm_v07.h5ad,sbatch/train/renorm/train_swapped_cellot_cd8_thymo_renorm.sbatch,sbatch/eval/renorm/eval_swapped_cellot_cd8_thymo_renorm.sbatch,"01.3_data_prep_all_holdouts_renorm.ipynb, 08.1_renorm_vs_stale_comparison.ipynb, 01.4_hvg_flavor_comparison.ipynb, 11_immune_cell_ontology.ipynb, 12_figure_g_replication.ipynb","IMPACT-OR framing on renormalized data (mouse->human, holdout=cell_type). WARNING the dir name 'swapped_cellot' here means IMPACT-OR; this is the OPPOSITE of the older speciesot_cellot_swapped/ which meant CellOT framing."
E075,2026-04-21 02:29,renorm,"Renorm Group B: CD8+ holdout, thymocytes excluded",ood,cellot/cellot_gpu/results/renorm_cd8_thymo/normal_cellot,CellOT,normal_cellot,cellot / speciesot_cellot_swapped / normal_cellot,non_cd8 -> cd8,datasets/speciesot-human-mouse-renorm/cd8_thymo_holdout_swapped_renorm_v07.h5ad,./results/renorm_cd8_thymo/scgen/,condition,non_cd8,cd8,train_test,species,species=human,50000,128,"64,64,64,64",50,0.0001,cuda,done,latent_space,renorm,speciesot-human-mouse-renorm/cd8_thymo_holdout_swapped_renorm_v07.h5ad,sbatch/train/renorm/train_normal_cellot_cd8_thymo_renorm.sbatch,sbatch/eval/renorm/eval_normal_cellot_cd8_thymo_renorm.sbatch,"01.3_data_prep_all_holdouts_renorm.ipynb, 08.1_renorm_vs_stale_comparison.ipynb, 01.4_hvg_flavor_comparison.ipynb, 11_immune_cell_ontology.ipynb, 12_figure_g_replication.ipynb","CellOT (paper-style) framing on renormalized data (non_X -> X, holdout=human)."
E076,2026-04-21 01:43,renorm,"Renorm Group C: All T-cell subtypes (CL:0000624,625,893)",ood,cellot/cellot_gpu/results/renorm_tcell_subtypes/scgen,scGen,scgen,scgen / speciesot_scgen / autoencoder,mouse -> human,datasets/speciesot-human-mouse-renorm/ae_training_tcell_subtypes_renorm_v07.h5ad,,condition,mouse,human,train_test,None,,50000,256,"256,256",50,0.001,cuda,done,none,renorm,speciesot-human-mouse-renorm/ae_training_tcell_subtypes_renorm_v07.h5ad,sbatch/train/renorm/train_scgen_tcell_subtypes_renorm.sbatch,,"01.3_data_prep_all_holdouts_renorm.ipynb, 08.1_renorm_vs_stale_comparison.ipynb, 01.4_hvg_flavor_comparison.ipynb, 11_immune_cell_ontology.ipynb, 12_figure_g_replication.ipynb",scGen autoencoder retrained on the RENORMALIZED data (post Apr-20 audit).
E077,2026-04-21 02:30,renorm,"Renorm Group C: All T-cell subtypes (CL:0000624,625,893)",ood,cellot/cellot_gpu/results/renorm_tcell_subtypes/swapped_cellot,IMPACT,swapped_cellot,impact / impact_or / swapped_cellot / speciesot_cellot,mouse -> human,datasets/speciesot-human-mouse-renorm/tcell_subtypes_holdout_renorm_v07.h5ad,./results/renorm_tcell_subtypes/scgen/,condition,mouse,human,train_test,cell_type_ontology_term_id,"cell_type_ontology_term_id=[CL:0000624 (CD4+ alpha-beta T cell), CL:0000625 (CD8+ alpha-beta T cell), CL:0000893 (thymocyte)]",50000,128,"64,64,64,64",50,0.0001,cuda,done,latent_space,renorm,speciesot-human-mouse-renorm/tcell_subtypes_holdout_renorm_v07.h5ad,sbatch/train/renorm/train_swapped_cellot_tcell_subtypes_renorm.sbatch,sbatch/eval/renorm/eval_swapped_cellot_tcell_subtypes_renorm.sbatch,"01.3_data_prep_all_holdouts_renorm.ipynb, 08.1_renorm_vs_stale_comparison.ipynb, 01.4_hvg_flavor_comparison.ipynb, 11_immune_cell_ontology.ipynb, 12_figure_g_replication.ipynb","IMPACT-OR framing on renormalized data (mouse->human, holdout=cell_type). WARNING the dir name 'swapped_cellot' here means IMPACT-OR; this is the OPPOSITE of the older speciesot_cellot_swapped/ which meant CellOT framing."
E078,2026-04-21 02:34,renorm,"Renorm Group C: All T-cell subtypes (CL:0000624,625,893)",ood,cellot/cellot_gpu/results/renorm_tcell_subtypes/normal_cellot,CellOT,normal_cellot,cellot / speciesot_cellot_swapped / normal_cellot,non_tcell_subtype -> tcell_subtype,datasets/speciesot-human-mouse-renorm/tcell_subtypes_holdout_swapped_renorm_v07.h5ad,./results/renorm_tcell_subtypes/scgen/,condition,non_tcell_subtype,tcell_subtype,train_test,species,species=human,50000,128,"64,64,64,64",50,0.0001,cuda,done,latent_space,renorm,speciesot-human-mouse-renorm/tcell_subtypes_holdout_swapped_renorm_v07.h5ad,sbatch/train/renorm/train_normal_cellot_tcell_subtypes_renorm.sbatch,sbatch/eval/renorm/eval_normal_cellot_tcell_subtypes_renorm.sbatch,"01.3_data_prep_all_holdouts_renorm.ipynb, 08.1_renorm_vs_stale_comparison.ipynb, 01.4_hvg_flavor_comparison.ipynb, 11_immune_cell_ontology.ipynb, 12_figure_g_replication.ipynb","CellOT (paper-style) framing on renormalized data (non_X -> X, holdout=human)."
E079,2026-04-21 01:39,renorm,Renorm Group D: CD4+ T cell holdout (CL:0000624),ood,cellot/cellot_gpu/results/renorm_cd4/scgen,scGen,scgen,scgen / speciesot_scgen / autoencoder,mouse -> human,datasets/speciesot-human-mouse-renorm/ae_training_cd4_renorm_v07.h5ad,,condition,mouse,human,train_test,None,,50000,256,"256,256",50,0.001,cuda,done,none,renorm,speciesot-human-mouse-renorm/ae_training_cd4_renorm_v07.h5ad,sbatch/train/renorm/train_scgen_cd4_renorm.sbatch,,"01.3_data_prep_all_holdouts_renorm.ipynb, 08.1_renorm_vs_stale_comparison.ipynb, 01.4_hvg_flavor_comparison.ipynb, 11_immune_cell_ontology.ipynb, 12_figure_g_replication.ipynb",scGen autoencoder retrained on the RENORMALIZED data (post Apr-20 audit).
E080,2026-04-21 02:14,renorm,Renorm Group D: CD4+ T cell holdout (CL:0000624),ood,cellot/cellot_gpu/results/renorm_cd4/swapped_cellot,IMPACT,swapped_cellot,impact / impact_or / swapped_cellot / speciesot_cellot,mouse -> human,datasets/speciesot-human-mouse-renorm/cd4_holdout_renorm_v07.h5ad,./results/renorm_cd4/scgen/,condition,mouse,human,train_test,cell_type_ontology_term_id,cell_type_ontology_term_id=CL:0000624 (CD4+ alpha-beta T cell),50000,128,"64,64,64,64",50,0.0001,cuda,done,latent_space,renorm,speciesot-human-mouse-renorm/cd4_holdout_renorm_v07.h5ad,sbatch/train/renorm/train_swapped_cellot_cd4_renorm.sbatch,sbatch/eval/renorm/eval_swapped_cellot_cd4_renorm.sbatch,"01.3_data_prep_all_holdouts_renorm.ipynb, 08.1_renorm_vs_stale_comparison.ipynb, 01.4_hvg_flavor_comparison.ipynb, 11_immune_cell_ontology.ipynb, 12_figure_g_replication.ipynb","IMPACT-OR framing on renormalized data (mouse->human, holdout=cell_type). WARNING the dir name 'swapped_cellot' here means IMPACT-OR; this is the OPPOSITE of the older speciesot_cellot_swapped/ which meant CellOT framing."
E081,2026-04-21 02:23,renorm,Renorm Group D: CD4+ T cell holdout (CL:0000624),ood,cellot/cellot_gpu/results/renorm_cd4/normal_cellot,CellOT,normal_cellot,cellot / speciesot_cellot_swapped / normal_cellot,non_cd4 -> cd4,datasets/speciesot-human-mouse-renorm/cd4_holdout_swapped_renorm_v07.h5ad,./results/renorm_cd4/scgen/,condition,non_cd4,cd4,train_test,species,species=human,50000,128,"64,64,64,64",50,0.0001,cuda,done,latent_space,renorm,speciesot-human-mouse-renorm/cd4_holdout_swapped_renorm_v07.h5ad,sbatch/train/renorm/train_normal_cellot_cd4_renorm.sbatch,sbatch/eval/renorm/eval_normal_cellot_cd4_renorm.sbatch,"01.3_data_prep_all_holdouts_renorm.ipynb, 08.1_renorm_vs_stale_comparison.ipynb, 01.4_hvg_flavor_comparison.ipynb, 11_immune_cell_ontology.ipynb, 12_figure_g_replication.ipynb","CellOT (paper-style) framing on renormalized data (non_X -> X, holdout=human)."
